Id,Id2,Geography,Total; Estimate; Workers 16 years and over,,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van",DroveAlone,2pCarpool,3pCarpool,4plusCarpool,PublicTrans,Walked,Bike,TaxiMotoOther,WorkedFromHome,InState,InCounty,OutCounty,OutState,Total; Estimate; Workers 16 years and over who did not work at home,124,5,6,7,8,912,lt10,1019,2029,3044,4559,60plus,MeanTravel
0500000US55003,55003,"Ashland County, Wisconsin",7175,94.99651568,86.4,76.7,6,1.8,1.9,1,5.9,1.1,0.6,5,98.5,79,19.5,1.5,6816,6,10.5,18.6,28.4,13.4,23.1,35.8,33.5,13.8,7.7,3.6,5.5,18.1
0500000US55005,55005,"Barron County, Wisconsin",21601,93.89380121,87.1,79.3,5.5,1.4,0.8,0.2,5.6,0.3,0.6,6.1,97.6,83.5,14.1,2.4,20282,9.3,11.7,18.1,26.8,10.4,23.8,29.6,33.7,16.8,10.1,3.7,6.1,19.4
0500000US55007,55007,"Bayfield County, Wisconsin",6774,93.09123118,85.7,75.5,8,1.5,0.7,0.9,5.1,0.6,0.9,6.9,94.7,57,37.7,5.3,6306,3.2,9.7,21.3,32.4,14.1,19.3,24.8,25.1,19,15.9,7.7,7.6,23.8
0500000US55009,55009,"Brown County, Wisconsin",126141,96.13765548,91.2,83.4,6.2,1,0.6,0.8,2.5,0.4,1.3,3.9,99.6,89.7,9.8,0.4,121269,6.1,10.6,20.6,28.2,11.1,23.7,16.9,45,22.2,9.7,3,3.1,18.7
0500000US55011,55011,"Buffalo County, Wisconsin",6749,92.44332494,86.3,74.1,8.4,2.3,1.5,0.2,5.1,0,0.9,7.6,75.7,46,29.7,24.3,6239,8.9,13.5,18.1,29.6,8.8,21,23.3,23.7,17.4,22.8,7.2,5.8,24.1
0500000US55013,55013,"Burnett County, Wisconsin",6192,93.03940568,88.7,78.7,8.3,1,0.8,0.3,2.7,0.3,1,7,84.8,65,19.8,15.2,5761,8.4,11.2,17.2,28,12.5,22.9,26.4,24.5,15.7,13,7.6,12.9,27.3
0500000US55015,55015,"Calumet County, Wisconsin",26139,96.20107885,93.6,86.2,4.9,1.7,0.9,0.2,1.5,0.5,0.5,3.8,99.6,31.6,68,0.4,25146,7.8,11.2,19.1,31,9.3,21.7,19.5,36.3,21.6,15.1,4.3,3.1,20.1
0500000US55017,55017,"Chippewa County, Wisconsin",30259,93.32099541,89.2,80.7,6.1,1.1,1.2,0.1,2.5,0.3,1.2,6.7,98.3,60.4,37.9,1.7,28238,6.4,15.4,20.9,26.1,8.9,22.2,20.3,31.3,23.8,15.3,5,4.2,21.5
0500000US55019,55019,"Clark County, Wisconsin",15322,89.70760997,82.1,73.5,6,1.4,1.2,0.1,4.9,0.8,1.8,10.3,99.3,65,34.3,0.7,13745,10,14.4,21.7,25.3,8.2,20.4,29.7,26.9,17,15.2,5.7,5.4,21
0500000US55021,55021,"Columbia County, Wisconsin",29129,96.48460297,92.1,81.7,8.4,1,1,0.2,2.7,0.2,1.3,3.5,99.1,49.5,49.6,0.9,28105,6.1,13.4,23.6,27.7,9,20,20.5,22.7,18.1,21.9,10.6,6.2,25.4
0500000US55023,55023,"Crawford County, Wisconsin",7476,94.1011236,89,80.4,6.1,1.6,0.9,0.3,3.6,0.2,1,5.9,93,68.7,24.2,7,7035,5.9,16.7,16.3,25.3,10.2,25.6,28.8,27.2,15.5,14,7,7.4,23.4
0500000US55025,55025,"Dane County, Wisconsin",275925,95.54009242,81,72.6,6.7,1.1,0.5,5.1,5.7,3,0.8,4.5,99.2,94.5,4.7,0.8,263619,2.5,5.9,17.1,33.1,17.1,24.3,14.7,35.4,26,17.1,3.6,3.2,20.9
0500000US55027,55027,"Dodge County, Wisconsin",42291,96.11737722,91.5,84.1,5.9,0.7,0.9,0.2,3,0.4,1,3.9,99.7,57.7,42,0.3,40649,10.7,15.9,20.4,22,9.1,22,26.6,27.2,17.8,15.1,7.1,6.3,21.8
0500000US55029,55029,"Door County, Wisconsin",13065,95.07079985,88.9,78.6,8.4,1.4,0.5,0.3,4.3,0.3,1.3,4.9,98.6,84.6,14,1.4,12421,4,12.5,18.9,28.4,14.2,22,32.5,31.6,14.3,11.7,5.2,4.7,19.3
0500000US55031,55031,"Douglas County, Wisconsin",20960,96.4980916,90.1,80.9,7.7,1.1,0.5,1.3,3.6,0.2,1.2,3.5,61.5,58.8,2.7,38.5,20226,4.7,6.9,21.7,27.1,14.3,25.2,21,32.8,19.3,16.4,6.9,3.5,21.1
0500000US55033,55033,"Dunn County, Wisconsin",21778,94.99954082,86.5,77.3,7.2,1.4,0.6,0.1,7,0.6,0.8,5,95.9,64.5,31.4,4.1,20689,7,11.5,19.5,24.8,9.9,27.3,21.5,30.4,19.8,17.5,4.9,5.8,22.3
0500000US55035,55035,"Eau Claire County, Wisconsin",53233,95.01437079,87.8,80.2,6,1.1,0.5,1,4.4,0.8,1,5,98.5,80.7,17.8,1.5,50579,4.6,8.9,15.1,28.2,12.6,30.6,20.6,50.5,14.7,8.3,2.4,3.6,17.8
0500000US55037,55037,"Florence County, Wisconsin",1878,93.13099042,90.9,86.1,3.3,0.8,0.7,0.8,0.9,0.1,0.4,6.9,46.2,38.6,7.7,53.8,1749,8.3,14,22.2,19.5,13.5,22.5,22.7,33.3,23.9,12.4,2,5.5,20.3
0500000US55039,55039,"Fond du Lac County, Wisconsin",51770,96.30094649,90.9,81.5,7.8,0.9,0.8,0.3,3.3,0.7,1,3.7,99.4,70.2,29.2,0.6,49855,7.4,12.8,20.9,24.6,9.1,25.2,23.6,36.2,17.6,13.2,4.5,4.9,20.1
0500000US55041,55041,"Forest County, Wisconsin",3596,93.40934372,89.3,77.4,8,2.6,1.3,0.7,2.5,0.2,0.8,6.6,98,76.5,21.4,2,3359,6.6,11.6,26.3,24.8,9.7,20.9,30,31.6,11.8,13.3,6,7.3,21.6
0500000US55043,55043,"Grant County, Wisconsin",25378,94.40066199,86,77.7,6,1.3,0.9,0.3,6.5,0.6,1,5.6,86.2,67.4,18.8,13.8,23957,6.4,10.6,18.5,29,9.2,26.3,30.8,25.3,17.1,16.2,5.3,5.2,20.7
0500000US55045,55045,"Green County, Wisconsin",19258,93.93498806,88.8,80.3,6.6,1,1,0,3.2,0.7,1.1,6.1,96.4,60.4,36.1,3.6,18090,8,11.2,22.3,29.6,9,20,27.6,23.3,15.1,18.3,9.4,6.3,23.4
0500000US55047,55047,"Green Lake County, Wisconsin",8903,94.99045266,88.2,79.1,7.5,0.4,1.2,0.3,4.4,0.1,1.9,5,99.2,51.4,47.7,0.8,8457,10,14.2,20.9,24.7,7.7,22.5,23.3,26.3,20.1,16.3,7.4,6.7,23.1
0500000US55049,55049,"Iowa County, Wisconsin",12259,93.70258586,87.7,75.6,8.4,2.7,1,0.3,4.2,0,1.5,6.3,98.7,59.4,39.2,1.3,11487,7.3,13.8,23.6,29.4,9,16.8,24.5,23.5,14.9,16.5,11.4,9.1,25.4
0500000US55051,55051,"Iron County, Wisconsin",2468,94.97568882,90.6,80,7,2.2,1.5,0.2,3,0.2,1,5,71.5,50.1,21.4,28.5,2344,5.7,11.5,19,32,11.5,20.4,24.1,32.2,16.9,14.5,6.1,6.1,21.4
0500000US55053,55053,"Jackson County, Wisconsin",9035,94.82014388,90.7,80.1,8.4,1.4,0.8,0.1,2.5,0.3,1.2,5.2,98.5,69.6,28.9,1.5,8567,9.2,13,17.2,26.7,8.6,25.2,25.8,31.1,15.2,15.4,6,6.7,21.7
0500000US55055,55055,"Jefferson County, Wisconsin",42648,96.24132433,91,81.4,7.3,1.3,1,0.3,3.4,0.7,0.8,3.8,99.3,53.6,45.7,0.7,41045,6.6,13.7,21.1,25.5,9.6,23.4,23.3,26,18.5,17.9,7.5,6.8,23.2
0500000US55057,55057,"Juneau County, Wisconsin",11670,96.31533847,91.7,80.6,9.1,1.5,0.5,0.4,3,0.3,1,3.7,98.4,62.6,35.8,1.6,11240,9.4,13.3,18.9,25.7,8.2,24.5,20.9,29.4,19.3,18.8,5.6,6.2,23.3
0500000US55059,55059,"Kenosha County, Wisconsin",77188,97.43872104,93,84.7,6.3,1,0.9,1.1,2,0.3,1.1,2.6,72.1,54.7,17.5,27.9,75211,4.8,10.6,23.1,25,12.3,24.2,16.5,29.2,17.4,18.5,9.5,8.8,25.9
0500000US55061,55061,"Kewaunee County, Wisconsin",10118,94.78157739,88.4,80.7,6.3,1.2,0.3,0.5,4.6,0.2,1.1,5.2,99.9,54.5,45.4,0.1,9590,9.3,17.6,25,24.6,6.4,17.1,26.8,20.1,18.8,23.6,7.3,3.4,22.4
0500000US55063,55063,"La Crosse County, Wisconsin",61019,96.50764516,88.2,80,6.4,0.9,0.9,1,4.6,1.9,0.8,3.5,97.2,89.5,7.7,2.8,58888,4.2,8.1,17.3,30.3,10.4,29.6,21.2,42,21.3,10.3,2.7,2.7,18.1
0500000US55065,55065,"Lafayette County, Wisconsin",8514,91.0617806,84.2,75.9,5.7,2,0.6,0.2,5.3,0.4,0.9,8.9,90.9,49.9,41,9.1,7753,8,12.8,23,29,8.9,18.4,25.8,21.6,17.6,20.3,6.7,8.1,24.9
0500000US55067,55067,"Langlade County, Wisconsin",8814,95.62060359,88.3,79.4,7.2,1.3,0.4,0.3,5.5,0.2,1.4,4.4,99.2,80.2,19,0.8,8428,6.7,14.4,18.1,25.8,9.5,25.5,31.8,32.8,11,10.9,7.5,5.9,20.5
0500000US55069,55069,"Lincoln County, Wisconsin",13588,96.90167795,93.4,82.9,8.2,1.5,0.7,0.7,2,0,0.9,3.1,99.3,63.2,36.1,0.7,13167,8,15.6,22.4,25.1,9,19.9,21.8,30.7,17.3,19.6,6,4.5,22.6
0500000US55071,55071,"Manitowoc County, Wisconsin",40231,96.77611792,91.7,84.1,6,1,0.6,0.4,3.1,0.7,0.9,3.2,99.4,77.3,22.1,0.6,38934,8.6,14.7,19.9,22.9,9.1,24.8,24.9,36.6,17.8,12.5,4.3,3.9,19.2
0500000US55073,55073,"Marathon County, Wisconsin",68815,95.48935552,91.1,81.8,7.4,1,0.8,0.4,2.2,0.7,1.1,4.5,99.4,85.4,14,0.6,65711,5.4,10.5,20.7,30.1,10.4,22.8,20.5,41.3,21.2,10.7,2.9,3.3,18.9
0500000US55075,55075,"Marinette County, Wisconsin",18219,97.29952248,91.9,82.6,7,1.8,0.5,0.4,3.5,0.5,0.9,2.7,85.9,74.3,11.6,14.1,17727,9.8,15.2,16.7,22.4,9.7,26.4,28.7,34.7,13.8,10.8,5.2,6.9,20.8
0500000US55077,55077,"Marquette County, Wisconsin",6718,95.93629056,91,79.2,9.7,1.4,0.6,0.4,3,0.3,1.3,4.1,98.9,45.8,53.2,1.1,6445,10.2,15.4,18.6,22,10.5,23.3,18.7,21.1,20.2,18.2,9.2,12.7,28.9
0500000US55078,55078,"Menominee County, Wisconsin",1405,97.72241993,91.8,73.5,17.3,1,0.1,3.1,2.8,0.1,0,2.3,99.2,84.6,14.6,0.8,1373,4.4,9.9,23.5,35.1,4.5,22.6,28.9,33.9,24,4.6,5,3.6,17
0500000US55079,55079,"Milwaukee County, Wisconsin",431099,97.21293717,86,76.2,7.8,1.2,0.8,6,3.8,0.7,0.7,2.8,99.2,80.3,18.9,0.8,419084,3.9,8.1,18,26.6,14.4,29.1,11.4,34.4,26.9,18.9,4.4,4,22.2
0500000US55081,55081,"Monroe County, Wisconsin",20914,95.99789615,90.5,80.9,7,1.2,1.4,0.3,2.8,0.2,2.2,4,99.3,79.3,20,0.7,20077,8.2,13.9,19.9,27.1,8,23,22.6,34,19.9,15.7,4.6,3.2,19.8
0500000US55083,55083,"Oconto County, Wisconsin",18517,95.11259923,92.1,82,7.7,1.6,0.8,0.2,2,0.1,0.8,4.9,98.8,43.7,55.1,1.2,17612,10.5,16.7,22.9,23.2,7.4,19.3,18.9,18.9,21.8,27.5,7.8,5.2,26
0500000US55085,55085,"Oneida County, Wisconsin",16360,94.69437653,90.7,82,7.7,0.6,0.5,0.1,2.4,0.5,0.9,5.3,99,80.4,18.6,1,15492,3.2,9.2,22.4,30.4,11.4,23.5,24.8,37.9,16.5,11.8,3.8,5,20
0500000US55087,55087,"Outagamie County, Wisconsin",93181,96.21274723,91.4,84.5,5.5,0.9,0.4,0.8,2.3,0.6,1.1,3.8,99.4,65.3,34.2,0.6,89652,5.7,11.4,20,29.6,10.3,23,16.4,40.8,23.5,13.4,3,2.8,19.8
0500000US55089,55089,"Ozaukee County, Wisconsin",44121,94.46068765,91.1,84.5,5.5,0.7,0.3,0.5,1.7,0.3,0.8,5.5,99,49.7,49.3,1,41677,3.6,7.6,20.6,29.8,15.6,22.8,16.6,28,21.8,22.6,7,4,23.6
0500000US55091,55091,"Pepin County, Wisconsin",3588,91.61092531,84,75.3,6.9,1.1,0.7,0.2,5.9,0.7,0.8,8.4,90.2,53.8,36.4,9.8,3287,11.3,12.6,20.7,28.4,9.1,18.1,30.9,16.9,11.6,21.9,11.9,6.9,24.4
0500000US55093,55093,"Pierce County, Wisconsin",22114,94.93533508,86.9,78.7,5.9,1.3,1,0.1,6.5,0.8,0.6,5.1,58.1,35.9,22.2,41.9,20994,6.6,14.2,19.7,22.6,8.9,27.8,17.6,23.2,16.3,22.4,11.7,8.9,26.8
0500000US55095,55095,"Polk County, Wisconsin",20709,94.36959776,90.7,80.6,7.2,1.7,1.2,0.2,2.6,0,0.9,5.6,77.9,61,16.9,22.1,19543,8.1,13.6,20.4,27.6,9,21.3,18.5,24.7,16.2,16.6,9.2,14.7,29.3
0500000US55097,55097,"Portage County, Wisconsin",35069,96.44700448,88.2,80.1,6.6,1,0.4,0.4,5.4,1.7,0.8,3.6,99.1,79.9,19.2,0.9,33823,3.7,8.2,18.1,27.7,12.1,30.2,22.9,41,16.4,12,3.8,3.9,19.2
0500000US55099,55099,"Price County, Wisconsin",6579,95.27283782,88.4,78.6,8.3,1.3,0.3,0,4.8,0.6,1.4,4.7,99.4,85.5,13.9,0.6,6268,8.9,14,18.6,25.9,11,21.7,33.8,29.7,16.9,10.9,3.6,5.1,19
0500000US55101,55101,"Racine County, Wisconsin",89005,96.87096231,92.1,83.8,6.7,1.1,0.5,1.4,1.8,0.3,1.2,3.1,96.8,63.7,33.2,3.2,86220,4.8,9.7,22.9,27.3,11.3,23.9,17,31.8,18.9,18.2,8.7,5.4,23.5
0500000US55103,55103,"Richland County, Wisconsin",8239,94.10122588,88.8,80.7,6.5,0.6,1,0.3,4,0.2,0.8,5.9,99.3,64.4,34.9,0.7,7753,7.6,14.7,16.6,23.1,11.7,26.3,23.4,28.3,17.8,16.1,5.3,9.2,23.6
0500000US55105,55105,"Rock County, Wisconsin",73689,95.73613429,91.7,81.6,8.2,1.2,0.7,0.6,2.3,0.3,0.9,4.3,91.8,69.4,22.4,8.2,70547,7.3,11.9,18.6,25.9,10,26.3,18.5,33.3,18.6,15.9,8,5.7,23.1
0500000US55107,55107,"Rusk County, Wisconsin",6333,92.53118585,87.3,76.7,7.9,1.3,1.4,0.3,4.2,0.1,0.7,7.5,98.3,78.1,20.2,1.7,5860,10,15.5,19.6,24.4,10.6,19.9,30.4,27.7,14.3,13.9,6,7.8,21.5
0500000US55109,55109,"St. Croix County, Wisconsin",44683,94.88843632,91.5,82.6,6.3,1.1,1.6,0.3,2.1,0.3,0.6,5.1,56.6,48.7,7.9,43.4,42399,5.5,12.3,22.2,27.4,12.4,20.5,14.3,22.5,19.3,21.8,13.1,8.9,27.9
0500000US55111,55111,"Sauk County, Wisconsin",32320,95.84777228,90.3,80.3,7.9,1.2,0.9,0.1,3.7,0.7,1,4.2,99.3,77.3,22,0.7,30978,6.3,10.2,19.4,29.1,9.5,25.5,27.7,28.6,17.4,12.9,6.9,6.4,21.5
0500000US55113,55113,"Sawyer County, Wisconsin",6939,93.88960945,88,77.9,9.1,0.9,0.1,0.9,4.1,0.2,0.6,6.1,97.6,84.7,12.9,2.4,6515,3.2,6.8,13.7,36.6,14.3,25.5,29.9,35.6,14.5,10.5,3.9,5.6,19.2
0500000US55115,55115,"Shawano County, Wisconsin",19767,93.27667324,88.9,79.2,8,1.3,0.5,0.1,3.3,0.4,0.6,6.7,99.6,59.1,40.5,0.4,18438,9.3,12.7,18.4,27.2,8.9,23.7,23.7,28.9,15.5,16.9,8.8,6,22.9
0500000US55117,55117,"Sheboygan County, Wisconsin",57751,96.81390798,92.5,84.4,6.5,1.1,0.4,0.5,2.6,0.4,0.8,3.2,99.6,84.5,15.1,0.4,55911,5.9,12.7,19.5,25,8.9,28,23.7,43.2,16.5,8.6,3.4,4.6,18.2
0500000US55119,55119,"Taylor County, Wisconsin",9950,92.99497487,86.2,76.5,7.2,1.6,0.9,0.5,4.3,0.4,1.6,7,99.5,75.4,24.1,0.5,9253,10.8,17.2,19.2,22.1,9.6,21.1,31.3,27.2,17.5,11.8,5.4,6.8,21.7
0500000US55121,55121,"Trempealeau County, Wisconsin",14770,95.74136764,89.8,80.5,7.1,1.2,1,0.1,4.3,0.3,1.1,4.3,93.4,68.2,25.2,6.6,14141,10,16.4,18.4,26.5,8.5,20.2,27.8,23.5,19.1,19.9,5.4,4.2,21.1
0500000US55123,55123,"Vernon County, Wisconsin",13166,92.68570561,85.3,76.9,6.6,0.9,0.8,0.7,4.9,0.3,1.6,7.3,98.2,60.6,37.6,1.8,12203,6.8,10.3,20.1,31.2,10.9,20.6,21.4,26.5,17.2,20.5,8.4,5.8,23.5
0500000US55125,55125,"Vilas County, Wisconsin",8809,93.77908957,87.1,79.6,5.3,1.7,0.6,0.2,5.3,0.3,0.8,6.2,98,73.4,24.6,2,8261,3.4,7.7,15.8,33.2,16.2,23.8,25.8,38.2,16.2,12.6,3.6,3.6,19
0500000US55127,55127,"Walworth County, Wisconsin",51089,95.86408033,90.3,81.1,7.8,0.9,0.5,0.7,3.3,0.7,0.9,4.1,89.5,61.8,27.7,10.5,48976,5.4,11.8,20.6,24.9,11.4,25.7,19.7,31,17.3,14,8.8,9.2,24.9
0500000US55129,55129,"Washburn County, Wisconsin",6646,93.71050256,88.4,80.1,5.7,1.6,1,0.2,3.4,0.1,1.5,6.3,96.5,66.8,29.7,3.5,6228,6.9,10.4,18.6,28.3,11.9,23.9,25.9,29.8,17.9,15.3,5.3,5.6,21.7
0500000US55131,55131,"Washington County, Wisconsin",70240,96.45928246,93.2,85,7.3,0.6,0.3,0.5,1.6,0.3,0.9,3.5,99.3,48.8,50.4,0.7,67753,4.7,11.3,24.5,26.9,11.6,21,15.5,25.8,21.8,24.1,8,4.8,24.6
0500000US55133,55133,"Waukesha County, Wisconsin",203136,95.5433798,92.7,86.2,5.3,0.8,0.5,0.6,1.4,0.2,0.7,4.5,99,63.1,35.9,1,194083,3.5,7.9,21.1,31.1,15.6,20.8,12.5,28.5,26.3,22,6.6,4.1,24
0500000US55135,55135,"Waupaca County, Wisconsin",24897,96.47748725,91.5,82.4,7.2,1.3,0.6,0.3,3.2,0.6,0.9,3.5,99.3,63.5,35.8,0.7,24020,10.4,13.1,18.1,24.2,7.9,26.3,25.8,28.2,16.5,16.6,7.9,5.1,22
0500000US55137,55137,"Waushara County, Wisconsin",10134,94.86875863,90.3,78,9.5,1.6,1.2,0.5,2.4,0.1,1.5,5.1,99,50.4,48.6,1,9614,9.1,12,22.6,26.3,7.7,22.2,20.4,25,17.1,16.7,11.6,9.3,26.7
0500000US55139,55139,"Winnebago County, Wisconsin",84095,96.94749985,92.1,84.8,5.7,1.1,0.6,1,2.3,0.9,0.7,3.1,99.5,72.6,26.9,0.5,81528,5.6,11.2,19.5,26.8,9.9,27,19,42.4,21.9,11.7,2.1,3,18.6
0500000US55141,55141,"Wood County, Wisconsin",35497,96.4532214,90.6,82.7,6,1.1,0.7,0.2,3.8,0.8,1,3.5,99.6,79.7,19.9,0.4,34238,5.6,11,22.3,29.8,8.7,22.6,26.3,38.3,15.3,11.5,4.4,4.3,19.1
